Stock Code,Issuer,Sector,HSI/HKQAA Ratings,MSCI ESG Rating,S&P ESG Rating
2252,"Shanghai MicroPort MedBot (Group) Co., Ltd. - B - H Shares",Healthcare - Other Healthcare,BBB,,36
2255,Haichang Ocean Park Holdings Ltd.,Consumer Discretionary - Travel &amp; Leisure,BBB,AA,24
2259,Zijin Gold International Co. Ltd.,Materials - Gold &amp; Precious Metals,B,B,
2268,WuXi XDC Cayman Inc.,Healthcare - Pharmaceuticals &amp; Biotechnology,A-,A,48
2269,WuXi Biologics (Cayman) Inc.,Healthcare - Pharmaceuticals &amp; Biotechnology,A,AAA,86
2273,Gushengtang Holdings Ltd.,Healthcare - Other Healthcare,BBB,A,
2276,"Shanghai Conant Optical Co., Ltd. - H Shares",Healthcare - Other Healthcare,BBB+,,
2280,HC Group Inc.,Information Technology - Software &amp; Services,25,,25
2282,MGM China Holdings Ltd.,Consumer Discretionary - Travel &amp; Leisure,A,BBB,47
2285,Chervon Holdings Ltd.,Consumer Discretionary - Household Goods &amp; Electronics,BBB,B,
2291,"LEPU ScienTech Medical Technology (Shanghai) Co., Ltd. -H Sh",Healthcare - Other Healthcare,BBB,,
2298,Cosmo Lady (China) Holdings Co. Ltd.,Consumer Discretionary - Textiles &amp; Clothing,22,,22
2309,ZO Future Group,Consumer Discretionary - Travel &amp; Leisure,22,,22
2313,Shenzhou International Group Holdings Ltd.,Consumer Discretionary - Textiles &amp; Clothing,A-,A,34
2314,Lee &amp; Man Paper Manufacturing Ltd.,Materials - Basic Materials,A,CCC,28
2318,"Ping An Insurance (Group) Co. of China, Ltd. - H Shares",Financials - Insurance,A,AAA,61
2319,China Mengniu Dairy Co. Ltd.,Consumer Staples - Food &amp; Beverages,AA-,AA,68
2325,Yunkang Group Ltd.,Healthcare - Pharmaceuticals &amp; Biotechnology,48,,48
2328,PICC Property and Casualty Co. Ltd. - H Shares,Financials - Insurance,BBB,AAA,37
2329,Glory Health Industry Ltd.,Properties &amp; Construction - Properties,26,,26
2331,Li Ning Co. Ltd.,Consumer Discretionary - Textiles &amp; Clothing,A-,BB,31
2333,Great Wall Motor Co. Ltd. - H Shares,Consumer Discretionary - Automobiles,BBB+,BBB,38
2338,Weichai Power Co. Ltd. - H Shares,Industrials - Industrial Engineering,BBB+,BBB,30
2342,Comba Telecom Systems Holdings Ltd.,Information Technology - IT Hardware,26,,26
2343,Pacific Basin Shipping Ltd.,Industrials - Industrial Transportation,AA-,BBB,37
2348,Dawnrays Pharmaceutical (Holdings) Ltd.,Healthcare - Pharmaceuticals &amp; Biotechnology,33,,33
2356,Dah Sing Banking Group Ltd.,Financials - Banks,BBB+,BB,31
2357,AviChina Industry &amp; Technology Co. Ltd. - H Shares,Industrials - Industrial Engineering,BBB,B,23
2359,"WuXi AppTec Co., Ltd. - H Shares",Healthcare - Pharmaceuticals &amp; Biotechnology,BBB+,AAA,82
2362,Jinchuan Group International Resources Co. Ltd.,Materials - Diversified Metals &amp; Minerals,A-,B,33
2367,"Giant Biogene Holding Co., Ltd",Healthcare - Other Healthcare,BBB,BB,22
2378,Prudential plc,Financials - Insurance,AA-,AA,58
2380,China Power International Development Ltd.,Utilities - Utilities,A-,AAA,57
2382,Sunny Optical Technology (Group) Co. Ltd.,Industrials - Industrial Engineering,A+,AA,53
2386,"SINOPEC Engineering (Group) Co., Ltd. - H Shares",Energy - Oil &amp; Gas,BBB,BBB,38
2388,BOC Hong Kong (Holdings) Ltd.,Financials - Banks,AA,AAA,43
2389,Beijing Health (Holdings) Ltd.,Healthcare - Other Healthcare,26,,26
2390,Zhihu Inc. - W,Consumer Discretionary - Media &amp; Entertainment,38,,38
2391,Tuya Inc. - W,Information Technology - Software &amp; Services,AAA,AAA,59
2392,Xuan Wu Cloud Technology Holdings Ltd.,Information Technology - Software &amp; Services,34,,34
2400,XD Inc.,Information Technology - Software &amp; Services,BBB-,BB,
2411,Shenzhen Pagoda Industrial (Group) Corporation Ltd. - H Shs,Consumer Staples - Food &amp; Beverages,40,,40
2419,Dekon Food and Agriculture Group - H Shares,Consumer Staples - Agricultural Products,BBB-,,19
2423,KE Holdings Inc. - W,Properties &amp; Construction - Properties,BBB+,A,55
2429,Beijing UBOX Online Technology Corp. - H Shares,Consumer Staples - Food &amp; Beverages,BB+,,
2443,Autostreets Development Ltd.,Consumer Discretionary - Support Services,BBB-,,
2453,"Concord Healthcare Group Co., Ltd. - H Shares",Healthcare - Other Healthcare,BB+,,26
2469,Fenbi Ltd.,Consumer Discretionary - Support Services,A-,A,
2473,XXF Group Holdings Ltd.,Consumer Discretionary - Automobiles,BBB-,,
2488,Launch Tech Co. Ltd. - H Shares,Consumer Discretionary - Automobiles,22,,22
2498,"RoboSense Technology Co., Ltd",Information Technology - Software &amp; Services,BB+,,
2517,"Guoquan Food (Shanghai) Co., Ltd. - H Shares",Consumer Staples - Food &amp; Beverages,BB+,,
2518,Autohome Inc. - S,Consumer Discretionary - Specialty Retail,BBB,BBB,43
2522,"Jiangxi Rimag Group Co., Ltd. - H Shares",Healthcare - Other Healthcare,BB+,,
2550,Easou Technology Holdings Ltd.,Consumer Discretionary - Media &amp; Entertainment,BB+,,
2555,"Sichuan Baicha Baidao Industrial Co., Ltd. - H Shares",Consumer Staples - Food &amp; Beverages,BBB-,,
2556,Marketingforce Management Ltd,Information Technology - Software &amp; Services,BB+,,
2579,"CNGR Advanced Material Co., Ltd. - H Shares",Materials - Basic Materials,AAA,AAA,76
2588,BOC Aviation Ltd.,Consumer Discretionary - Travel &amp; Leisure,A-,A,32
2600,Aluminum Corporation of China Ltd. - H Shares,Materials - Diversified Metals &amp; Minerals,BBB+,BB,53
2601,"China Pacific Insurance (Group) Co., Ltd. - H Shares",Financials - Insurance,BBB,AAA,31
2602,Onewo Inc. - H Shares,Properties &amp; Construction - Properties,A-,,66
2607,"Shanghai Pharmaceuticals Holding Co., Ltd. - H Shares",Healthcare - Pharmaceuticals &amp; Biotechnology,BBB-,AA,33
2608,Sunshine 100 China Holdings Ltd.,Properties &amp; Construction - Properties,25,,25
2611,"Guotai Haitong Securities Co., Ltd. - H Shares",Financials - Other Financials,BBB,AAA,46
2616,CStone Pharmaceuticals - B,Healthcare - Pharmaceuticals &amp; Biotechnology,23,,23
2618,"JD Logistics, Inc.",Industrials - Commercial &amp; Professional Services,BBB,BBB,61
2628,China Life Insurance Co. Ltd. - H Shares,Financials - Insurance,BBB,AA,36
2631,"SICC Co., Ltd. - H Shares",Information Technology - Semiconductors,21,,21
2638,HK Electric Investments Ltd.,Utilities - Utilities,BBB,BBB,59
2648,"Anjoy Foods Group Co., Ltd. - H Shares",Consumer Staples - Food &amp; Beverages,BB,BB,26
2666,Genertec Universal Medical Group Co. Ltd.,Healthcare - Other Healthcare,A-,,68
2669,China Overseas Property Holdings Ltd.,Properties &amp; Construction - Properties,A,BB,33
2676,"Suzhou Novosense Microelectronics Co., Ltd. - H Shares",Information Technology - Semiconductors,17,,17
2678,Texhong International Group Ltd.,Consumer Discretionary - Textiles &amp; Clothing,45,,45
2688,ENN Energy Holdings Ltd.,Utilities - Utilities,AA-,AAA,79
2689,Nine Dragons Paper (Holdings) Ltd.,Materials - Basic Materials,A,CCC,29
2696,"Shanghai Henlius Biotech, Inc. - H Shares",Healthcare - Pharmaceuticals &amp; Biotechnology,BB,BB,
2714,"Muyuan Foods Co., Ltd. - H Shares",Consumer Staples - Agricultural Products,BB,BB,44
2715,"ESTUN AUTOMATION CO., LTD - H Shares",Industrials - Industrial Engineering,47,,47
2722,"Chongqing Machinery &amp; Electric Co., Ltd. - H Shares",Industrials - Industrial Engineering,28,,28
2727,Shanghai Electric Group Co. Ltd. - H Shares,Industrials - Industrial Engineering,A,BBB,42
2777,"Guangzhou R&amp;F Properties Co., Ltd. - H Shares",Properties &amp; Construction - Properties,BBB,CCC,24
2799,"China CITIC Financial Asset Management Co., Ltd. - H Shares",Financials - Other Financials,BBB-,CCC,23
2809 (HKD counter) / 9809 (USD counter),Mirae Asset Global Investments (Hong Kong) Limited,,,,
2858,Yixin Group Ltd.,Financials - Other Financials,BBB+,,
2865,"Hainan Drinda New Energy Technology Co., Ltd. - H Shares",Industrials - Industrial Engineering,31,,31
2866,"COSCO SHIPPING Development Co., Ltd. - H Shares",Industrials - Industrial Transportation,A,,48
2869,Greentown Service Group Co. Ltd.,Properties &amp; Construction - Properties,BBB+,A,31
2877,China Shineway Pharmaceutical Group Ltd.,Healthcare - Pharmaceuticals &amp; Biotechnology,BBB,BBB,33
2880,"Liaoning Port Co., Ltd. - H Shares",Industrials - Industrial Transportation,BBB+,CCC,27
2883,China Oilfield Services Ltd. - H Shares,Energy - Oil &amp; Gas,A-,B,37
2888,Standard Chartered PLC,Financials - Banks,BBB+,AA,61
2899,"Zijin Mining Group Co., Ltd. - H Shares",Materials - Gold &amp; Precious Metals,A,BB,36
3029 (HKD counter),Mirae Asset Global Investments (Hong Kong) Limited,,,,
3108 (HKD counter) / 83108( RMB counter),Harvest Global Investments Limited,,,,
3136 (HKD counter),Hang Seng Investment Management Limited,,,,
3182 (HKD counter),BOCI-Prudential Asset Management Limited,,,,
3288,Foshan Haitian Flavouring and Food Co. Ltd. - H Shares,Consumer Staples - Food &amp; Beverages,AA,AA,33
3301,Ronshine China Holdings Ltd.,Properties &amp; Construction - Properties,23,,23
3306,JNBY Design Ltd.,Consumer Discretionary - Textiles &amp; Clothing,BBB,BB,
3309,C-MER Medical Holdings Ltd.,Healthcare - Other Healthcare,19,,19
3311,China State Construction International Holdings Ltd.,Properties &amp; Construction - Construction,A+,A,45
3319,"A-Living Smart City Services Co., Ltd. - H Shares",Properties &amp; Construction - Properties,A-,AA,42
3320,China Resources Pharmaceutical Group Ltd.,Healthcare - Pharmaceuticals &amp; Biotechnology,A-,A,35
3323,China National Building Material Co. Ltd. - H Shares,Properties &amp; Construction - Construction,A-,BBB,65
3328,"Bank of Communications Co., Ltd. - H Shares",Financials - Banks,BBB,BBB,24
3329,BOCOM International Holdings Co. Ltd.,Financials - Other Financials,CCC,CCC,24
3336,Ju Teng International Holdings Ltd.,Information Technology - IT Hardware,29,,29
3337,Anton Oilfield Services Group,Energy - Oil &amp; Gas,37,,37
3339,Lonking Holdings Ltd.,Industrials - Industrial Engineering,BBB-,,19
3347,"Hangzhou Tigermed Consulting Co., Ltd. - H Shares",Healthcare - Pharmaceuticals &amp; Biotechnology,BBB+,AAA,49
3360,Far East Horizon Ltd.,Financials - Other Financials,BBB+,AA,54
3369,"Qinhuangdao Port Co., Ltd. - H Shares",Industrials - Industrial Transportation,BBB,,23
3377,Sino-Ocean Group Holding Ltd.,Properties &amp; Construction - Properties,67,,67
3380,Logan Group Co. Ltd.,Properties &amp; Construction - Properties,BBB+,A,36
3382,Tianjin Port Development Holdings Ltd.,Industrials - Industrial Transportation,29,,29
3383,Agile Group Holdings Ltd.,Properties &amp; Construction - Properties,35,,35
3389,Hengdeli Holdings Ltd.,Consumer Discretionary - Specialty Retail,20,,20
3393,Wasion Holdings Ltd.,Industrials - Industrial Engineering,32,,32
3396,Legend Holdings Corporation - H Shares,Information Technology - IT Hardware,A+,,37
3600,Modern Dental Group Ltd.,Healthcare - Other Healthcare,28,,28
3606,"Fuyao Glass Industry Group Co., Ltd. - H Shares",Consumer Discretionary - Automobiles,BBB+,BB,44
3613,Beijing Tong Ren Tang Chinese Medicine Co. Ltd.,Healthcare - Pharmaceuticals &amp; Biotechnology,BBB+,CCC,28
3618,"Chongqing Rural Commercial Bank Co., Ltd. - H Shares",Financials - Banks,BBB+,AA,26
3633,Zhongyu Energy Holdings Ltd.,Utilities - Utilities,BBB+,,31
3660,"Qfin Holdings, Inc. - S",Financials - Other Financials,A,A,31
3668,Yancoal Australia Ltd,Energy - Coal,BBB,BBB,37
3669,China Yongda Automobiles Services Holdings Ltd.,Consumer Discretionary - Specialty Retail,23,,23
3690,Meituan - W,Consumer Discretionary - Specialty Retail,BBB+,AA,55
3692,Hansoh Pharmaceutical Group Co. Ltd.,Healthcare - Pharmaceuticals &amp; Biotechnology,BBB+,AAA,74
3698,Huishang Bank Corporation Ltd. - H shares,Financials - Banks,26,,26
3709,EEKA Fashion Holdings Ltd.,Consumer Discretionary - Textiles &amp; Clothing,BB+,,
3718,Beijing Enterprises Urban Resources Group Ltd.,Industrials - Industrial Engineering,55,,55
3738,Vobile Group Ltd.,Information Technology - Software &amp; Services,BBB-,BB,20
3750,"Contemporary Amperex Technology Co., Ltd. - H Shares",Industrials - Industrial Engineering,AA,AA,65
3759,"Pharmaron Beijing Co., Ltd. - H Shares",Healthcare - Pharmaceuticals &amp; Biotechnology,A-,AA,76
3800,GCL Technology Holdings Ltd.,Industrials - Industrial Engineering,A,B,53
3808,Sinotruk (Hong Kong) Ltd.,Industrials - Industrial Engineering,BBB+,AA,42
3813,Pou Sheng International (Holdings) Ltd.,Consumer Discretionary - Specialty Retail,34,,34
3818,"China Dongxiang (Group) Co., Ltd.",Consumer Discretionary - Textiles &amp; Clothing,28,,28
3836,China Harmony Auto Holding Ltd.,Consumer Discretionary - Specialty Retail,27,,27
3866,"Bank of Qingdao Co., Ltd. - H Shares",Financials - Banks,BBB+,,25
3868,Xinyi Energy Holdings Ltd.,Utilities - Utilities,A-,A,32
3877,CSSC (Hong Kong) Shipping Co. Ltd.,Industrials - Industrial Transportation,BBB-,,42
3883,China Aoyuan Group Ltd.,Properties &amp; Construction - Properties,26,,26
3888,Kingsoft Corporation Ltd.,Information Technology - Software &amp; Services,BBB,AA,63
3896,Kingsoft Cloud Holdings Ltd.,Information Technology - Software &amp; Services,BBB,AA,42
3898,"Zhuzhou CRRC Times Electric Co., Ltd. - H Shares",Industrials - Industrial Engineering,BBB+,AA,36
3899,CIMC Enric Holdings Ltd.,Energy - Oil &amp; Gas,A-,A,42
3900,Greentown China Holdings Ltd.,Properties &amp; Construction - Properties,A-,AA,37
3908,China International Capital Corporation Ltd. - H Shares,Financials - Other Financials,A-,A,29
3913,KWG Living Group Holdings Ltd.,Properties &amp; Construction - Properties,29,,29
3931,"CALB Group Co., Ltd. - H Shares",Industrials - Industrial Engineering,A,,43
3933,"United Laboratories International Holdings Ltd., The",Healthcare - Pharmaceuticals &amp; Biotechnology,A-,AA,43
3939,Wanguo Gold Group Ltd.,Materials - Gold &amp; Precious Metals,BBB-,,
3958,DFZQ - H Shares,Financials - Other Financials,A,AAA,54
3968,"China Merchants Bank Co., Ltd. - H Shares",Financials - Banks,A-,AAA,50
3969,China Railway Signal &amp; Communication Corporation Ltd. -H Shs,Industrials - Industrial Engineering,A-,BB,27
3983,China BlueChemical Ltd. - H Shares,Materials - Basic Materials,CCC,CCC,27
3986,GigaDevice Semiconductor Inc. - H Shares,Information Technology - Semiconductors,BB,BB,44
3988,Bank of China Ltd. - H Shares,Financials - Banks,A-,AA,33
3989,Capital Environment Holdings Ltd.,Utilities - Utilities,28,,28
3990,Midea Real Estate Holding Ltd.,Properties &amp; Construction - Properties,BBB,,31
3993,CMOC Group Ltd. - H Shares,Materials - Diversified Metals &amp; Minerals,BBB,A,47
3996,China Energy Engineering Corporation Ltd. - H Shares,Industrials - Industrial Engineering,BBB-,BBB,27
3998,Bosideng International Holdings Ltd.,Consumer Discretionary - Textiles &amp; Clothing,BBB+,AAA,70
4249,The Government of the HKSAR of the PRC,,,,
4250,The Government of the HKSAR of the PRC,,,,
4252,The Government of the HKSAR of the PRC,,,,
4259,The Government of the HKSAR of the PRC,,,,
4260,The Government of the HKSAR of the PRC,,,,
4261,The Government of the HKSAR of the PRC,,,,
4262,The Government of the HKSAR of the PRC,,,,
4263,The Government of the HKSAR of the PRC,,,,
4264,The Government of the HKSAR of the PRC,,,,
4267,The Government of the HKSAR of the PRC,,,,
4268,The Government of the HKSAR of the PRC,,,,
4269,The Government of the HKSAR of the PRC,,,,
4270,The Government of the HKSAR of the PRC,,,,
4271,The Government of the HKSAR of the PRC,,,,
4273,The Government of the HKSAR of the PRC,,,,
4276,The Government of the HKSAR of the PRC,,,,
4277,The Government of the HKSAR of the PRC,,,,
4278,The Government of the HKSAR of the PRC,,,,
4280,The Government of the HKSAR of the PRC,,,,
4281,The Government of the HKSAR of the PRC,,,,
4297,The Govt of the HKSAR of the PRC,,,,
4298,The Govt of the HKSAR of the PRC,,,,
4299,The Govt of the HKSAR of the PRC,,,,
4463,Greentown China Holdings Ltd.,,,,
4483,Bank of China Ltd. Hungarian Branch,,,,
4485,"Bank of China Ltd., Johannesburg Branch",,,,
4490,Bank of China (Hong Kong) Ltd.,,,,
4521,"Agricultural Bank of China Ltd., Hong Kong Branch",,,,
4595,"Bank of China Ltd., acting through its Sydney branch",,,,
5082,Swire Properties MTN Financing Ltd.,,,,
5114,"Bank of China Ltd., London Branch",,,,
5115,"Bank of China Ltd., London Branch",,,,
5119,Industrial and Commercial Bank of China (Asia) Ltd.,,,,
5173,"China Construction Bank Corporation, Hong Kong Branch",,,,
5209,"Bank of China Ltd., Macau Branch",,,,
5210,"Bank of China Ltd., Luxembourg Branch",,,,
5217,"Chongqing Southern New City Industrial Inv Gp Co., Ltd.",,,,
5234,"Industrial Bank Co., Ltd. Hong Kong Branch",,,,
5237,China Construction Bank Corporation London Branch,,,,
5244,"Hong Kong Mortgage Corporation Ltd., The",,,,
5245,Castle Peak Power Finance Co. Ltd.,,,,
5249,"Hong Kong Mortgage Corporation Ltd., The",,,,
5250,"Hong Kong Mortgage Corporation Ltd., The",,,,
5252,MTR Corporation Ltd.,,,,
5281,"Industrial Bank Co., Ltd. Hong Kong Branch",,,,
5285,MTR Corporation Ltd.,,,,
5312,NWD Finance (BVI) Ltd.,,,,
5317,"Bank of China Ltd., Frankfurt Branch",,,,
5321,NWD (MTN) Ltd.,,,,
5382,Lenovo Group Ltd.,,,,
6012,"Industrial and Commercial Bank of China Ltd., HK Branch",,,,
6030,CITIC Securities Co. Ltd. - H Shares,Financials - Other Financials,A-,AA,33
6031,"SANY Heavy Industry Co., Ltd. - H Shares",Industrials - Industrial Engineering,A,A,29
6049,"Poly Property Services Co., Ltd. - H Shares",Properties &amp; Construction - Properties,BBB+,,36
6055,China Tobacco International (HK) Co. Ltd.,Consumer Staples - Food &amp; Beverages,BB+,B,36
6060,"ZhongAn Online P &amp; C Insurance Co., Ltd. - H Shares",Financials - Insurance,BBB,A,36
6066,"CSC Financial Co., Ltd. - H Shares",Financials - Other Financials,BBB+,AA,38
6069,SY Holdings Group Ltd.,Financials - Other Financials,A-,AA,31
6078,"Hygeia Healthcare Holdings Co., Ltd.",Healthcare - Other Healthcare,BBB+,BBB,31
6088,FIT Hon Teng Ltd.,Industrials - Industrial Engineering,A+,,37
